Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),FRIDGE:Electric Equipment Electricity Energy [J](Hourly),RANGE:Electric Equipment Electricity Energy [J](Hourly),CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),ZONE 1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE 1:Zone Ventilation Mass Flow Rate [kg/s](Hourly),ZONE 1:Zone Air Temperature [C](Hourly),ZONE 1:Zone Air Relative Humidity [%](Hourly),ZONE 1:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),ZONE OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),ZONE 1:Zone Heat Index [C](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),NATVENT:Schedule Value [](Hourly),SCHNATVENT:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),WINDOWFRACTION2:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly) 
 01/21  11:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7327561817017145,0.0,19.867832682514146,24.799187233808448,1576.5330275038146,10194268.382737045,22.243001673892747,18.557705839648336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  12:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7319895244132029,0.0,19.868012048812255,24.800485338307476,1576.5244269917603,10382412.588021664,22.230115794907979,18.55793703752707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  13:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7312635622333656,0.0,19.868162326497534,24.8017453873653,1576.5163098800395,10553750.717118543,22.218376799180566,18.558135244261828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  14:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7305774246956004,0.0,19.868288837094139,24.80295925734152,1576.5086640866303,10710780.919649922,22.207612071818976,18.55830610141191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  15:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.729929996236488,0.0,19.868395481790669,24.804125272782526,1576.501474306276,10855496.427519843,22.197686040402567,18.558453856536837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  16:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7293199138228892,0.0,19.868484968020707,24.80524063884547,1576.4947233941726,10989502.966333205,22.188492446013023,18.558581414837076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  17:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7287458118316388,0.0,19.868558550173455,24.806306367903408,1576.488393614035,11115003.244821616,22.179952353925367,18.558690182574947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,900.0 
 01/21  18:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7282065334297843,0.0,19.868606938135728,24.807339500669558,1576.4824709114353,11233891.766457826,22.172090619563197,18.558770385577895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  19:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7277005940190126,0.0,19.86867066604258,24.808280718099434,1576.4769341155453,11342871.739049528,22.164499725444207,18.558865062508333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  20:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.727225276603698,0.0,19.868718528750859,24.80918327400555,1576.4717515638559,11445154.405812785,22.15742760215135,18.55894127822498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  21:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7267797582450442,0.0,19.868742911960227,24.810060594964214,1576.4669137779707,11540929.307190678,22.15092858586143,18.558991007580315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  22:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7263627054330457,0.0,19.868789195659209,24.81084610090388,1576.4624012964558,11630864.055114305,22.144554882846295,18.559062430082066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  23:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7259712519553742,0.0,19.868824487545984,24.811595915768679,1576.4581810576427,11715515.133268806,22.13860469323506,18.559120829656768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  24:00:00,-18.7,-18.700000237691389,99.99999999999999,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,-0.7256044647619934,0.0,19.868849343898245,24.812311219207197,1576.4542421014497,11795752.525158283,22.13297498692159,18.55916684901181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  01:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.2090210809225915,0.0,19.86101601618247,26.7626140807982,1608.5699337223819,4430701.751546539,22.653512418724139,18.601474763243787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  02:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.20999956458453188,0.0,19.864003759410584,26.759554685292036,1608.5591886433072,5348176.185819971,22.591071224723927,18.604681396578707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  03:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.21110599480060014,0.0,19.865904041667016,26.758548780337756,1608.5470219060144,6053397.240162935,22.539787917482785,18.606745441764759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  04:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.21226646643996917,0.0,19.867321450004,26.75844926049852,1608.5342026364595,6633488.891043432,22.497634445241514,18.60830199236186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  05:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.2134445629162211,0.0,19.868377391227825,26.75898287306197,1608.5211623097089,7117009.672064299,22.462747484330785,18.60947746092501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  06:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.2146146668804509,0.0,19.869173407156596,26.7599325813375,1608.5082014336495,7523619.817018697,22.433664643035795,18.610377876384953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  07:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.21575955165953612,0.0,19.869777281537979,26.76115224241322,1608.495522116402,7868941.843165263,22.40912304780364,18.611073984910346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  08:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.21686815337594846,0.0,19.870252505061069,26.76251557013662,1608.4832527157706,8165784.161212859,22.387937419121035,18.611632328787409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,900.0 
 01/21  09:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.21793417755423079,0.0,19.870630336635977,26.763957350000984,1608.4714666658429,8426452.825941414,22.36951745633471,18.612085589994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  10:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.21895388832510255,0.0,19.8709381500733,26.76542563288712,1608.4602071145844,8658928.106849716,22.3531759307992,18.612462523272688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  11:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.2199256494940538,0.0,19.87119244425788,26.766889557404757,1608.4494927308809,8867285.133062562,22.338550680863869,18.61278047157146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  12:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.22084903176487614,0.0,19.87140475051218,26.76832927879084,1608.4393283010098,9055549.552208122,22.32534528486542,18.613051601176275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  13:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.2217244078250537,0.0,19.87158359358091,26.769732074738277,1608.429709068227,9226897.29112105,22.313328775612335,18.61328495711273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  14:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.222552715499013,0.0,19.871735307792883,26.771087488844747,1608.4206238000914,9383847.089596479,22.302320156470985,18.61348723411423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  15:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.22333525530148799,0.0,19.871864611570666,26.772392508319486,1608.412056995489,9528412.756361502,22.292176634568017,18.613663543778296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  16:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.2240735720103307,0.0,19.87197498495714,26.773642593215585,1608.403990492651,9662219.630087382,22.282784886251635,18.613817595609036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.0 
 01/21  17:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.22476932735773828,0.0,19.872068843759317,26.77483741179654,1608.3964046974516,9787491.87940856,22.27405546967052,18.613952038332159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,900.0 
 01/21  18:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.22542422567099017,0.0,19.872147228786635,26.775979074243403,1608.389279734005,9906214.65398029,22.265922366513175,18.614068071937209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
 01/21  19:00:00,-15.4,-15.4,100.0,0.0,118767.12328767123,0.0,0.0,0.0,0.0,0.0,0.0,0.22603973175885717,0.0,19.87220242281034,26.777082297093853,1608.3825991597542,10014724.901147519,22.25840553134022,18.614157591737717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,3600.0 
